,sample_name,legend
0,graph163.png,"['z', 'remollified']"
0,graph164.png,"['q', 'g', 'u', 'functionate']"
0,graph165.png,"['G', 'optionally', 'foilable']"
0,graph166.png,"['K', 'undeniableness', 'zantewood']"
0,graph167.png,"['noctambulation', 'metatungstic', 'bushfighter', 'acculturates']"
0,graph168.png,['dickie']
0,graph169.png,['vendor']
0,graph170.png,"['q', 'r', 't', 'provocatively']"
0,graph171.png,['thyrsoidal']
0,graph172.png,"['rinceau', 'wakers']"
0,graph173.png,"['f', 's', 'u', 'isogenous']"
0,graph174.png,"['kaoliang', 'interauricular', 'noninterleaved', 'nondoubting']"
0,graph175.png,"['ballmine', 'cruds', 'solenostele']"
0,graph176.png,['league']
0,graph177.png,"['C', 'f', 'auriculidae', 'valvulotomy']"
0,graph178.png,"['autobus', 'noire', 'frenuna', 'spinosotuberculate']"
0,graph179.png,['undistinguishingly']
0,graph180.png,['hypodermatically']
0,graph181.png,['commuters']
0,graph182.png,"['j', 'O', 'E', 'gingerwort']"
0,graph183.png,['demographies']
0,graph184.png,"['K', 'rehardened']"
0,graph185.png,['thawed']
0,graph186.png,['superadministration']
0,graph187.png,['overgetting']
0,graph188.png,"['megalosphere', 'antithrombin']"
0,graph189.png,"['animateness', 'dozzle', 'niddle', 'disbursals']"
0,graph190.png,"['G', 'O', 'conciliations', 'strongfully']"
0,graph191.png,"['e', 'w', 'particularly', 'autoblast']"
0,graph192.png,"['z', 'h', 'antitraditionalist', 'gobos']"
0,graph193.png,"['unagilely', 'disadvise', 'overcaustic', 'balaenicipites']"
0,graph194.png,"['sesquiquintile', 'prebelieving']"
0,graph195.png,"['m', 'pericardiopleural']"
0,graph196.png,"['Q', 'gimballed']"
0,graph197.png,['brasserie']
0,graph198.png,"['F', 'bentlet']"
0,graph199.png,"['Y', 'taskmaster']"
0,graph200.png,"['U', 'empyreans', 'trading']"
0,graph201.png,"['H', 'labradorite']"
0,graph202.png,"['F', 'J', 'J', 'forboding']"
0,graph203.png,"['E', 'weighting', 'ornithobiographical']"
0,graph204.png,"['s', 'indorsee', 'swoops', 'hypermoral']"
0,graph205.png,"['g', 'quackhood', 'drugman']"
0,graph206.png,"['neither', 'splutter', 'normalcies']"
0,graph207.png,"['basilic', 'allosematic', 'sympode', 'lithotripsy']"
0,graph208.png,"['continuate', 'honorable']"
0,graph209.png,"['f', 'r', 'andorra', 'embowering']"
0,graph210.png,"['groundmass', 'thermoformable']"
0,graph211.png,"['m', 'D', 'discount']"
0,graph212.png,"['N', 'h', 'stonishment']"
0,graph213.png,['ghostweed']
0,graph214.png,['unoriginately']
0,graph215.png,"['V', 'n', 'paromphalocele', 'tarryingly']"
0,graph216.png,['tanchelmian']
0,graph217.png,"['u', 'gastral', 'postilioned']"
0,graph218.png,"['v', 'd', 'J', 'overpaying']"
0,graph219.png,['traditionalism']
0,graph220.png,"['L', 'O', 'G', 'narial']"
0,graph221.png,"['k', 'D', 'resharing']"
0,graph222.png,"['v', 'n', 'philosophizer', 'hiatuses']"
0,graph223.png,"['disnew', 'spongiosity']"
0,graph224.png,"['h', 'K', 'Z', 'corge']"
0,graph225.png,['unshivering']
0,graph226.png,"['bacaba', 'grouped']"
0,graph227.png,['nonrevocability']
0,graph228.png,"['t', 'companionless']"
0,graph229.png,"['C', 'k', 'vernacularization']"
0,graph230.png,"['ichthyodea', 'noncrystalline']"
0,graph231.png,"['q', 'gummage']"
0,graph232.png,"['z', 'M', 'shameproof']"
0,graph233.png,"['glossocele', 'redhearted', 'disbowel', 'batatas']"
0,graph234.png,"['h', 'swep']"
0,graph235.png,"['S', 'prothorax']"
0,graph236.png,"['A', 'hyporcheme', 'camped']"
0,graph237.png,"['M', 'f', 'x', 'dedifferentiating']"
0,graph238.png,['lyricises']
0,graph239.png,"['e', 'unextenuable', 'zonitoides', 'chromolipoid']"
0,graph240.png,"['F', 'readjudication', 'finesser']"
0,graph241.png,"['C', 'bavin', 'unexclusive']"
0,graph242.png,"['W', 'R', 'swinelike']"
0,graph243.png,"['C', 'marses']"
0,graph244.png,['zipless']
0,graph245.png,"['V', 'provisioner']"
0,graph246.png,['cauter']
0,graph247.png,"['C', 'hawkmoths', 'mandragora', 'neroic']"
0,graph248.png,"['Y', 'cellulin']"
0,graph249.png,"['baser', 'misbehaving', 'cakewalker', 'dimetria']"
0,graph250.png,['odontonosology']
0,graph251.png,"['A', 't', 'fortifier']"
0,graph252.png,['thanedom']
0,graph253.png,"['Y', 'E', 'l', 'chirapsia']"
0,graph254.png,"['extrasensible', 'nightmare']"
0,graph255.png,"['salvagers', 'moneywort', 'conubium']"
0,graph256.png,['puddee']
0,graph257.png,['chasmy']
0,graph258.png,"['ostrea', 'gonosomal']"
0,graph259.png,"['W', 'arbacin']"
0,graph260.png,"['c', 'jantu']"
0,graph261.png,['sixhynde']
0,graph262.png,"['lipoxeny', 'akonge', 'ruminates']"
0,graph263.png,"['A', 'melonist', 'diacid']"
0,graph264.png,['classifier']
0,graph265.png,"['executry', 'shiko']"
0,graph266.png,"['substantialism', 'propagableness', 'talishi']"
0,graph267.png,"['D', 'J', 'solidiform']"
0,graph268.png,"['J', 'manuals']"
0,graph269.png,['dimpliest']
0,graph270.png,['trictrac']
0,graph271.png,"['K', 'hoddens']"
0,graph272.png,"['jalapins', 'companable']"
0,graph273.png,"['meanspirited', 'lapidific', 'backstops']"
0,graph274.png,"['o', 'X', 'T', 'chivied']"
0,graph275.png,"['o', 'mahajan']"
0,graph276.png,['buzukis']
0,graph277.png,"['Z', 'pseudotribally', 'illustriousness']"
0,graph278.png,"['refrozen', 'horticulturalist', 'ascidiia']"
0,graph279.png,"['b', 'wahoos', 'yachtmanship', 'diphyzooid']"
0,graph280.png,"['B', 'triradiately', 'misdesignate', 'nonsilver']"
0,graph281.png,"['pernitrate', 'angelim', 'nus', 'fader']"
0,graph282.png,"['z', 'arsenical']"
0,graph283.png,"['w', 'deodand']"
0,graph284.png,"['S', 'K', 'workingwoman', 'juiciest']"
0,graph285.png,['triticeum']
0,graph286.png,"['b', 'retentivities']"
0,graph287.png,"['r', 's', 'longiloquence']"
0,graph288.png,"['c', 'iconoclasticism']"
0,graph289.png,"['snonowas', 'restrained', 'beeline']"
0,graph290.png,"['flakier', 'hennas', 'etiolin']"
0,graph291.png,"['aneuric', 'loomer']"
0,graph292.png,"['u', 'L', 'explosive']"
0,graph293.png,"['c', 'l', 'unscapable']"
0,graph294.png,"['S', 'Z', 'soredioid', 'sonoriferously']"
0,graph295.png,"['bugginess', 'recounting', 'halo', 'taonurus']"
0,graph296.png,['woodhack']
0,graph297.png,"['groin', 'cleanliness', 'decyne', 'empaistic']"
0,graph298.png,['parchable']
0,graph299.png,"['c', 'r', 'O', 'couthy']"
0,graph300.png,['unstudiousness']
0,graph301.png,"['conficient', 'caxtonian', 'vacua']"
0,graph302.png,"['v', 'h', 'calceate']"
0,graph303.png,"['F', 'S', 'semibarbarous', 'mcdonald']"
0,graph304.png,"['f', 'reflowers', 'pinchbug', 'doodskop']"
0,graph305.png,"['c', 'P', 'sinusoidally']"
0,graph306.png,"['g', 'F', 'pyrite']"
0,graph307.png,"['C', 'u', 'tandemwise']"
0,graph308.png,"['q', 'puparial', 'jabul']"
0,graph309.png,['asem']
0,graph310.png,"['G', 'bonder']"
0,graph311.png,['unreduceable']
0,graph312.png,"['S', 'suevi']"
0,graph313.png,"['O', 'cycloserine']"
0,graph314.png,"['P', 'v', 'pneumogastric']"
0,graph315.png,['snivy']
0,graph316.png,['quadded']
0,graph317.png,"['i', 'i', 'blokes', 'hielaman']"
0,graph318.png,"['housemaidenly', 'brunnichia']"
0,graph319.png,"['b', 'O', 'nonpopulousness']"
0,graph320.png,"['taurines', 'desobligeant', 'misprizing']"
0,graph321.png,"['u', 'P', 'dochmiacal', 'determined']"
0,graph322.png,"['j', 'premalignant', 'smalter', 'invisible']"
0,graph323.png,"['E', 'c', 'impregned']"
0,graph324.png,"['A', 'uncomprehending']"
0,graph325.png,['meiobar']
0,graph326.png,"['seroscopy', 'hypernatronemia', 'superexcellently', 'heteromyarian']"
0,graph327.png,"['A', 'vamoses', 'meaners']"
0,graph328.png,['sabiaceae']
0,graph329.png,['dexter']
0,graph330.png,"['N', 'n', 'pharos', 'sauerkraut']"
0,graph331.png,"['L', 'popolis', 'pachydermatous']"
0,graph332.png,"['i', 'A', 'b', 'kwakiutl']"
0,graph333.png,['areolate']
0,graph334.png,['overnight']
0,graph335.png,"['cerographical', 'whipmaker', 'labellum', 'braincase']"
0,graph336.png,"['n', 'A', 'dikast']"
0,graph337.png,"['W', 'U', 'floss', 'monoenergetic']"
0,graph338.png,['tricornute']
0,graph339.png,"['o', 'mokum', 'anesthesiometer']"
0,graph340.png,['omnivolent']
0,graph341.png,"['nonamendable', 'upshoot']"
0,graph342.png,['esoterics']
0,graph343.png,['caterwauled']
0,graph344.png,['runesmith']
0,graph345.png,['camelliaceae']
0,graph346.png,"['Y', 'bijouterie', 'madrigalesque']"
0,graph347.png,"['q', 'X', 'riverlike']"
0,graph348.png,"['d', 'sanitizer']"
0,graph349.png,"['Z', 'W', 'neocolonialists']"
0,graph350.png,"['p', 'd', 'j', 'undeposed']"
0,graph351.png,['subfractionary']
0,graph352.png,"['welshwomen', 'pushballs', 'antae', 'oysterish']"
0,graph353.png,"['j', 'U', 'spermatocystic']"
0,graph354.png,"['V', 'v', 'beauclerk']"
0,graph355.png,"['lycosidae', 'affiliable']"
0,graph356.png,['satable']
0,graph357.png,['nonreticently']
0,graph358.png,['meseems']
0,graph359.png,"['B', 'vilipends', 'trindled', 'dossiers']"
0,graph360.png,['tegua']
0,graph361.png,"['lawabidingness', 'undiscomposed', 'ichthyocephalous']"
0,graph362.png,['abamperes']
0,graph363.png,"['J', 'unlimitableness', 'freshets']"
0,graph364.png,"['n', 's', 'swanked', 'pouchy']"
0,graph365.png,"['k', 'w', 'F', 'flattie']"
0,graph366.png,"['p', 'prerich', 'abnormalist']"
0,graph367.png,"['J', 'timescale']"
0,graph368.png,"['matchcoat', 'rombos']"
0,graph369.png,"['specting', 'camped', 'repudiated']"
0,graph370.png,['mesopodial']
0,graph371.png,['profichi']
0,graph372.png,"['discontinuously', 'camagon']"
0,graph373.png,"['Y', 'destabilization', 'difda']"
0,graph374.png,"['Y', 'C', 'sixgun']"
0,graph375.png,"['stainful', 'deassimilation', 'demesmerize', 'ceratohyal']"
0,graph376.png,"['s', 'cytosin']"
0,graph377.png,"['g', 'limehouse', 'gyving']"
0,graph378.png,['seismochronograph']
0,graph379.png,"['contrate', 'resuppression']"
0,graph380.png,"['e', 'wheeped', 'office']"
0,graph381.png,"['F', 'offcome']"
0,graph382.png,['dignitas']
0,graph383.png,['nonsimplification']
0,graph384.png,"['S', 'deathlessness', 'begloze', 'gynandrarchic']"
0,graph385.png,"['poltophagic', 'internect']"
0,graph386.png,['conusable']
0,graph387.png,"['bluffers', 'studentship']"
0,graph388.png,"['d', 'T', 'M', 'int']"
0,graph389.png,"['q', 'k', 'wretchless', 'vesiculose']"
0,graph390.png,['lernaean']
0,graph391.png,"['D', 'floccus', 'sambucaceae']"
0,graph392.png,"['q', 'althorn']"
0,graph393.png,"['spack', 'institutor', 'fiji']"
0,graph394.png,"['Q', 'nonsacred']"
0,graph395.png,"['E', 'sprangling', 'plentifully']"
0,graph396.png,"['F', 'debilitation', 'subadministrative', 'sternutatory']"
0,graph397.png,['hypodermella']
0,graph398.png,"['overtrouble', 'gerodermia', 'immunotherapy', 'usuriously']"
0,graph399.png,"['N', 'Z', 'chainman']"
0,graph400.png,"['thetically', 'plotproof']"
0,graph401.png,['coroplastic']
0,graph402.png,"['K', 'shrubbiness']"
0,graph403.png,"['U', 'wakif', 'carbonide', 'trigynian']"
0,graph404.png,"['m', 'r', 'suburbanism', 'rubout']"
0,graph405.png,"['D', 'subradiate', 'misrelating', 'revigoration']"
0,graph406.png,"['t', 'nondiminishing', 'beauti', 'sphingiform']"
0,graph407.png,"['I', 'realteration', 'ghent', 'tabbed']"
0,graph408.png,"['Q', 'korin', 'superopposition']"
0,graph409.png,"['preimpressionism', 'hydriatrist']"
0,graph410.png,"['a', 'K', 'fungibles']"
0,graph411.png,"['unguiform', 'earbob', 'heterosyllabic']"
0,graph412.png,"['s', 'n', 'hyperdactylia']"
0,graph413.png,"['E', 'A', 'paymastership']"
0,graph414.png,"['raylessness', 'turcopolier']"
0,graph415.png,"['s', 'superadequateness']"
0,graph416.png,"['v', 'plumbeous']"
0,graph417.png,"['p', 'Y', 'mesocratic']"
0,graph418.png,"['i', 'I', 'X', 'quadrisyllabic']"
0,graph419.png,"['L', 'i', 'q', 'gastrotheca']"
0,graph420.png,['introfy']
0,graph421.png,"['o', 'adequacy']"
0,graph422.png,['dancingly']
0,graph423.png,"['j', 'undeclared', 'transversovertical']"
0,graph424.png,"['blockading', 'clernly', 'epileptologist']"
0,graph425.png,['schistocyte']
0,graph426.png,['noncoalescent']
0,graph427.png,"['deescalate', 'achaenocarp']"
0,graph428.png,"['unrodded', 'possessionlessness', 'athyria']"
0,graph429.png,"['sophisticator', 'bklr', 'spriggy']"
0,graph430.png,"['v', 'internecinal', 'unnormative']"
0,graph431.png,"['w', 'tibiocalcanean']"
0,graph432.png,"['b', 'y', 'o', 'hyenas']"
0,graph433.png,"['a', 'Q', 'singingly', 'fhrer']"
0,graph434.png,['semibureaucratic']
0,graph435.png,"['phytoclimatological', 'pleurogenic', 'sneest', 'filleul']"
0,graph436.png,"['k', 'unconscientiousness', 'praises', 'genders']"
0,graph437.png,['unconvince']
0,graph438.png,"['W', 'z', 'torsionally', 'redecided']"
0,graph439.png,"['pseudocultivated', 'tendons']"
0,graph440.png,"['n', 'disagreing']"
0,graph441.png,['warningly']
0,graph442.png,"['D', 'R', 'f', 'jugum']"
0,graph443.png,['cragged']
0,graph444.png,"['cawl', 'nonadecane']"
0,graph445.png,"['vaw', 'revisualized', 'rhizopodist']"
0,graph446.png,"['x', 'J', 'blades']"
0,graph447.png,"['discharged', 'achromatiaceae', 'paracarmine']"
0,graph448.png,"['M', 'h', 'drawknives']"
0,graph449.png,"['zooerastia', 'spifflicate', 'fusibleness']"
0,graph450.png,"['V', 'H', 'yeshivah', 'gasking']"
0,graph451.png,"['glassblowing', 'succinylcholine']"
0,graph452.png,"['X', 'N', 'haunch', 'trajected']"
0,graph453.png,"['xiphosura', 'polychromism', 'borosalicylate', 'decoctible']"
0,graph454.png,"['spunch', 'anteoccupation', 'violous']"
0,graph455.png,['outclass']
0,graph456.png,['laureation']
0,graph457.png,['quincunx']
0,graph458.png,"['myrtol', 'gynomonecious', 'osophy', 'assassinates']"
0,graph459.png,['pilar']
0,graph460.png,['ducdame']
0,graph461.png,['forbearer']
0,graph462.png,"['L', 'swooses']"
0,graph463.png,"['y', 'acolyctine', 'affable', 'humanism']"
0,graph464.png,['thiefwise']
0,graph465.png,"['S', 'P', 'overaffirmativeness']"
0,graph466.png,"['electromagnetics', 'angustisellate']"
0,graph467.png,"['c', 'dims']"
0,graph468.png,"['tetraselenodont', 'afterpart', 'prohostility']"
0,graph469.png,"['d', 'I', 'unincised']"
0,graph470.png,['undemocratic']
0,graph471.png,"['A', 'Y', 'robalos']"
0,graph472.png,"['K', 'surroyals', 'truantism']"
0,graph473.png,"['Q', 'limn', 'ophiomorphous']"
0,graph474.png,"['choroidal', 'circumsession']"
0,graph475.png,"['neurocirculatory', 'educationary']"
0,graph476.png,"['l', 'P', 'j', 'pterodactyls']"
0,graph477.png,"['J', 'chabasite']"
0,graph478.png,"['g', 'cacorrhachis']"
0,graph479.png,"['i', 'm', 'X', 'dagestan']"
0,graph480.png,"['voussoir', 'verifications']"
0,graph481.png,['penetral']
0,graph482.png,"['v', 'kohls', 'soars']"
0,graph483.png,['exembryonate']
0,graph484.png,"['Y', 'epigraphical', 'woodless']"
0,graph485.png,"['h', 'moneys']"
0,graph486.png,"['u', 'y', 'relevancies']"
0,graph487.png,"['r', 'aquamanalia', 'nonbathing']"
0,graph488.png,"['mercurous', 'nonsynodic']"
0,graph489.png,"['a', 'piscataqua']"
0,graph490.png,"['z', 'unshrinkingness']"
0,graph491.png,"['c', 'nowise']"
0,graph492.png,['colonialists']
0,graph493.png,"['J', 'synaptase']"
0,graph494.png,['coadjutorship']
0,graph495.png,"['grantedly', 'hematogenic']"
0,graph496.png,"['I', 't', 'erythea', 'aidful']"
0,graph497.png,"['B', 'W', 't', 'reearned']"
0,graph498.png,['unfogging']
0,graph499.png,"['a', 'hypersensitized', 'uncurbing', 'embryos']"
0,graph500.png,"['k', 'invariantly', 'beneventan']"
0,graph501.png,"['Z', 'k', 'geissolomataceae', 'heterolecithal']"
0,graph502.png,"['k', 'f', 'g', 'marzipans']"
0,graph503.png,"['T', 'g', 'ungratuitously']"
0,graph504.png,['alkalinize']
0,graph505.png,"['m', 'lowlifer', 'tropeolin', 'pickmen']"
0,graph506.png,"['S', 'F', 'flavine', 'ethnog']"
0,graph507.png,"['D', 'd', 'revealability']"
0,graph508.png,"['nabu', 'stylists', 'unamazedness']"
0,graph509.png,['nonbeneficence']
0,graph510.png,"['R', 'underisory']"
0,graph511.png,"['q', 'disfeature']"
0,graph512.png,"['triennia', 'biotechs', 'angrily']"
0,graph513.png,"['H', 'W', 'tergolateral']"
0,graph514.png,"['ismaelitic', 'ecyphellate', 'supersupreme', 'sivan']"
0,graph515.png,"['c', 'n', 'y', 'spends']"
0,graph516.png,['fusure']
0,graph517.png,"['l', 'x', 'nonideationally']"
0,graph518.png,"['characterful', 'proconfederationist', 'parricidal', 'unharassed']"
0,graph519.png,"['tetrachloro', 'poriness']"
0,graph520.png,['reheel']
0,graph521.png,"['nasopharynxes', 'gorblimy', 'yachtsmanship', 'fiorded']"
0,graph522.png,['trimorphous']
0,graph523.png,"['u', 'B', 't', 'pecopteroid']"
0,graph524.png,['transcorporate']
0,graph525.png,"['metempsychosical', 'craniological']"
0,graph526.png,['guavina']
0,graph527.png,"['swelly', 'akron', 'dottard']"
0,graph528.png,"['u', 'Z', 'clavicylinder']"
0,graph529.png,"['tocher', 'moneymake']"
0,graph530.png,['motorbusses']
0,graph531.png,"['h', 'praecox', 'bipectinate']"
0,graph532.png,"['r', 'oolemma', 'expellees']"
0,graph533.png,"['raveller', 'polyodontal', 'macroprism', 'dinophilea']"
0,graph534.png,['hyperpneic']
0,graph535.png,['autodialers']
0,graph536.png,"['bonity', 'moles']"
0,graph537.png,['reundulation']
0,graph538.png,"['nonpharmaceutic', 'amberite']"
0,graph539.png,"['a', 'algarrobin']"
0,graph540.png,['grieben']
0,graph541.png,"['basiscopic', 'bb']"
0,graph542.png,['townside']
0,graph543.png,"['f', 'buettneria']"
0,graph544.png,['artinesses']
0,graph545.png,"['s', 'crea', 'volcanicity']"
0,graph546.png,"['Z', 'd', 'sambara']"
0,graph547.png,"['W', 'vasculomotor', 'boilingly', 'fidelities']"
0,graph548.png,"['J', 'syssarcotic']"
0,graph549.png,"['yn', 'decuria', 'centraxonial']"
0,graph550.png,"['unclasping', 'herrengrundite']"
0,graph551.png,['varier']
0,graph552.png,"['R', 'D', 'C', 'decisis']"
0,graph553.png,"['unconquest', 'williwaw']"
0,graph554.png,"['stoolies', 'reassembled']"
0,graph555.png,"['D', 'frightfully']"
0,graph556.png,"['b', 'c', 'leptomeningitis', 'pulverize']"
0,graph557.png,"['miscategorized', 'amorality']"
0,graph558.png,"['T', 'H', 'mudpuppies', 'furriered']"
0,graph559.png,"['braconids', 'regulize']"
0,graph560.png,"['Q', 'i', 'unquarantined']"
0,graph561.png,"['S', 'nobelium', 'tzendal']"
