,sample_name,legend,xmin,ymin,width,height
0,graph29.png,['whetter'],"[-25.         -23.97959184 -22.95918367 -21.93877551 -20.91836735
 -19.89795918 -18.87755102 -17.85714286 -16.83673469 -15.81632653
 -14.79591837 -13.7755102  -12.75510204 -11.73469388 -10.71428571
  -9.69387755  -8.67346939  -7.65306122  -6.63265306  -5.6122449
  -4.59183673  -3.57142857  -2.55102041  -1.53061224  -0.51020408
   0.51020408   1.53061224   2.55102041   3.57142857   4.59183673
   5.6122449    6.63265306   7.65306122   8.67346939   9.69387755
  10.71428571  11.73469388  12.75510204  13.7755102   14.79591837
  15.81632653  16.83673469  17.85714286  18.87755102  19.89795918
  20.91836735  21.93877551  22.95918367  23.97959184  25.        ]","[ 1.          1.20408163  1.40816327  1.6122449   1.81632653  2.02040816
  2.2244898   2.42857143  2.63265306  2.83673469  3.04081633  3.24489796
  3.44897959  3.65306122  3.85714286  4.06122449  4.26530612  4.46938776
  4.67346939  4.87755102  5.08163265  5.28571429  5.48979592  5.69387755
  5.89795918  6.10204082  6.30612245  6.51020408  6.71428571  6.91836735
  7.12244898  7.32653061  7.53061224  7.73469388  7.93877551  8.14285714
  8.34693878  8.55102041  8.75510204  8.95918367  9.16326531  9.36734694
  9.57142857  9.7755102   9.97959184 10.18367347 10.3877551  10.59183673
 10.79591837 11.        ]",100,62
0,graph30.png,['gerrhosauridae'],104,262,109,17
0,graph31.png,['producing'],368,262,83,17
0,graph32.png,"['R', 'atrematous']",623,137,91,47
0,graph33.png,"['unalliedness', 'kuli']",618,43,96,47
0,graph34.png,['marijuana'],367,247,84,32
0,graph35.png,"['S', 'y', 'aminoacetal', 'darwinians']",104,43,95,77
0,graph36.png,['acetate'],104,152,72,17
0,graph37.png,"['P', 'encashes']",369,247,81,32
0,graph38.png,"['C', 'overcensor', 'lolium']",626,232,89,47
0,graph39.png,"['s', 'androgyne']",104,137,87,47
0,graph40.png,['globosphaerite'],607,262,108,17
0,graph41.png,"['chromobacterieae', 'misaccused']",104,137,123,47
0,graph42.png,"['s', 'superacknowledgment']",104,43,146,32
0,graph43.png,"['L', 'unwaiting', 'unvicious']","[-35.         -33.57142857 -32.14285714 -30.71428571 -29.28571429
 -27.85714286 -26.42857143 -25.         -23.57142857 -22.14285714
 -20.71428571 -19.28571429 -17.85714286 -16.42857143 -15.
 -13.57142857 -12.14285714 -10.71428571  -9.28571429  -7.85714286
  -6.42857143  -5.          -3.57142857  -2.14285714  -0.71428571
   0.71428571   2.14285714   3.57142857   5.           6.42857143
   7.85714286   9.28571429  10.71428571  12.14285714  13.57142857
  15.          16.42857143  17.85714286  19.28571429  20.71428571
  22.14285714  23.57142857  25.          26.42857143  27.85714286
  29.28571429  30.71428571  32.14285714  33.57142857  35.        ]","[ 0.          0.20408163  0.40816327  0.6122449   0.81632653  1.02040816
  1.2244898   1.42857143  1.63265306  1.83673469  2.04081633  2.24489796
  2.44897959  2.65306122  2.85714286  3.06122449  3.26530612  3.46938776
  3.67346939  3.87755102  4.08163265  4.28571429  4.48979592  4.69387755
  4.89795918  5.10204082  5.30612245  5.51020408  5.71428571  5.91836735
  6.12244898  6.32653061  6.53061224  6.73469388  6.93877551  7.14285714
  7.34693878  7.55102041  7.75510204  7.95918367  8.16326531  8.36734694
  8.57142857  8.7755102   8.97959184  9.18367347  9.3877551   9.59183673
  9.79591837 10.        ]",146,32
0,graph44.png,"['unexploitation', 'lysing']",609,43,105,32
0,graph45.png,['microsublimation'],595,43,119,17
0,graph46.png,['hellkites'],639,152,76,17
0,graph47.png,"['q', 'H', 'dichord']",643,43,71,62
0,graph48.png,"['cacan', 'dentinal']",640,43,75,47
0,graph49.png,['runology'],637,152,77,17
0,graph50.png,"['L', 'cancelled']",104,43,81,32
0,graph51.png,"['d', 'vernacularisation', 'thioaldehyde', 'gushet']",595,122,119,77
0,graph52.png,"['selva', 'criniger']",642,137,72,47
0,graph53.png,['carefox'],104,247,70,32
0,graph54.png,['pigsnies'],"[ 35.          33.57142857  32.14285714  30.71428571  29.28571429
  27.85714286  26.42857143  25.          23.57142857  22.14285714
  20.71428571  19.28571429  17.85714286  16.42857143  15.
  13.57142857  12.14285714  10.71428571   9.28571429   7.85714286
   6.42857143   5.           3.57142857   2.14285714   0.71428571
  -0.71428571  -2.14285714  -3.57142857  -5.          -6.42857143
  -7.85714286  -9.28571429 -10.71428571 -12.14285714 -13.57142857
 -15.         -16.42857143 -17.85714286 -19.28571429 -20.71428571
 -22.14285714 -23.57142857 -25.         -26.42857143 -27.85714286
 -29.28571429 -30.71428571 -32.14285714 -33.57142857 -35.        ]","[ 5.          5.20408163  5.40816327  5.6122449   5.81632653  6.02040816
  6.2244898   6.42857143  6.63265306  6.83673469  7.04081633  7.24489796
  7.44897959  7.65306122  7.85714286  8.06122449  8.26530612  8.46938776
  8.67346939  8.87755102  9.08163265  9.28571429  9.48979592  9.69387755
  9.89795918 10.10204082 10.30612245 10.51020408 10.71428571 10.91836735
 11.12244898 11.32653061 11.53061224 11.73469388 11.93877551 12.14285714
 12.34693878 12.55102041 12.75510204 12.95918367 13.16326531 13.36734694
 13.57142857 13.7755102  13.97959184 14.18367347 14.3877551  14.59183673
 14.79591837 15.        ]",70,32
0,graph55.png,"['n', 'dewworm']",632,145,82,32
0,graph56.png,['conchoidal'],366,43,87,17
0,graph57.png,"['D', 'uncomplainingness']",585,137,129,47
0,graph58.png,['overinstruction'],606,145,109,32
0,graph59.png,"['p', 'c', 'dobl', 'spermatophobia']",600,43,114,62
0,graph60.png,['wheelmaking'],614,43,100,17
0,graph61.png,"['t', 'w', 'alliterative', 'holocaustal']",104,202,91,77
0,graph62.png,"['m', 'filmstrip', 'calchaquian', 'outfleeing']",621,202,94,77
0,graph63.png,"['l', 'C', 'bemeaned']",628,43,87,47
0,graph64.png,"['Y', 'oarialgia']",104,232,77,47
0,graph65.png,"['S', 'caids']",104,43,60,47
0,graph66.png,"['A', 'cranberries', 'semiglobe', 'nonbiliousness']",356,202,107,77
0,graph67.png,"['w', 'U', 'bangtail']",640,232,75,47
0,graph68.png,['spadefoot'],631,43,83,17
0,graph69.png,"['J', 'R', 'y', 'liman']","[ 25.          23.97959184  22.95918367  21.93877551  20.91836735
  19.89795918  18.87755102  17.85714286  16.83673469  15.81632653
  14.79591837  13.7755102   12.75510204  11.73469388  10.71428571
   9.69387755   8.67346939   7.65306122   6.63265306   5.6122449
   4.59183673   3.57142857   2.55102041   1.53061224   0.51020408
  -0.51020408  -1.53061224  -2.55102041  -3.57142857  -4.59183673
  -5.6122449   -6.63265306  -7.65306122  -8.67346939  -9.69387755
 -10.71428571 -11.73469388 -12.75510204 -13.7755102  -14.79591837
 -15.81632653 -16.83673469 -17.85714286 -18.87755102 -19.89795918
 -20.91836735 -21.93877551 -22.95918367 -23.97959184 -25.        ]","[ 1.          1.20408163  1.40816327  1.6122449   1.81632653  2.02040816
  2.2244898   2.42857143  2.63265306  2.83673469  3.04081633  3.24489796
  3.44897959  3.65306122  3.85714286  4.06122449  4.26530612  4.46938776
  4.67346939  4.87755102  5.08163265  5.28571429  5.48979592  5.69387755
  5.89795918  6.10204082  6.30612245  6.51020408  6.71428571  6.91836735
  7.12244898  7.32653061  7.53061224  7.73469388  7.93877551  8.14285714
  8.34693878  8.55102041  8.75510204  8.95918367  9.16326531  9.36734694
  9.57142857  9.7755102   9.97959184 10.18367347 10.3877551  10.59183673
 10.79591837 11.        ]",83,17
0,graph70.png,"['A', 'u', 'lucernarian']","[ 50.          47.95918367  45.91836735  43.87755102  41.83673469
  39.79591837  37.75510204  35.71428571  33.67346939  31.63265306
  29.59183673  27.55102041  25.51020408  23.46938776  21.42857143
  19.3877551   17.34693878  15.30612245  13.26530612  11.2244898
   9.18367347   7.14285714   5.10204082   3.06122449   1.02040816
  -1.02040816  -3.06122449  -5.10204082  -7.14285714  -9.18367347
 -11.2244898  -13.26530612 -15.30612245 -17.34693878 -19.3877551
 -21.42857143 -23.46938776 -25.51020408 -27.55102041 -29.59183673
 -31.63265306 -33.67346939 -35.71428571 -37.75510204 -39.79591837
 -41.83673469 -43.87755102 -45.91836735 -47.95918367 -50.        ]","[ 1.          1.20408163  1.40816327  1.6122449   1.81632653  2.02040816
  2.2244898   2.42857143  2.63265306  2.83673469  3.04081633  3.24489796
  3.44897959  3.65306122  3.85714286  4.06122449  4.26530612  4.46938776
  4.67346939  4.87755102  5.08163265  5.28571429  5.48979592  5.69387755
  5.89795918  6.10204082  6.30612245  6.51020408  6.71428571  6.91836735
  7.12244898  7.32653061  7.53061224  7.73469388  7.93877551  8.14285714
  8.34693878  8.55102041  8.75510204  8.95918367  9.16326531  9.36734694
  9.57142857  9.7755102   9.97959184 10.18367347 10.3877551  10.59183673
 10.79591837 11.        ]",83,17
0,graph71.png,"['r', 'O', 'degentilize']",626,130,88,62
0,graph72.png,"['m', 'pronuclei']",634,247,80,32
0,graph73.png,"['z', 'coaxal', 'racelike', 'picnicked']",369,43,81,77
0,graph74.png,"['gauderies', 'motorsailer']",624,137,90,47
0,graph75.png,['dictions'],642,247,73,32
0,graph76.png,['prickle'],104,262,67,17
0,graph77.png,"['inoculativity', 'phosphatisation']",104,43,113,32
0,graph78.png,['coiffeurs'],371,262,77,17
0,graph79.png,"['outstrive', 'neuraxial']",369,232,80,47
0,graph80.png,"['cooperite', 'fillmass']",634,145,81,32
0,graph81.png,"['J', 'u', 'marginating']",104,43,94,47
0,graph82.png,"['E', 'brainteasers', 'pilgrimess', 'nulliparous']",618,43,96,77
0,graph83.png,"['M', 'j', 'v', 'venatic']",644,217,71,62
0,graph84.png,['benzines'],104,43,78,32
0,graph85.png,"['felix', 'nesslerizing', 'glancer', 'malachi']",104,202,93,77
0,graph86.png,"['g', 'liferoot', 'gunbuilder', 'modus']",627,43,87,62
0,graph87.png,['unconclusiveness'],593,152,121,17
0,graph88.png,"['v', 'combatant']",627,43,88,47
0,graph89.png,"['g', 'Z', 'fairily', 'cuspidors']",104,43,81,62
0,graph90.png,"['U', 'unona', 'intratracheal']",617,43,98,62
0,graph91.png,"['hypohemia', 'enfevers']",625,43,89,32
0,graph92.png,['reconferred'],"[ 30.          28.7755102   27.55102041  26.32653061  25.10204082
  23.87755102  22.65306122  21.42857143  20.20408163  18.97959184
  17.75510204  16.53061224  15.30612245  14.08163265  12.85714286
  11.63265306  10.40816327   9.18367347   7.95918367   6.73469388
   5.51020408   4.28571429   3.06122449   1.83673469   0.6122449
  -0.6122449   -1.83673469  -3.06122449  -4.28571429  -5.51020408
  -6.73469388  -7.95918367  -9.18367347 -10.40816327 -11.63265306
 -12.85714286 -14.08163265 -15.30612245 -16.53061224 -17.75510204
 -18.97959184 -20.20408163 -21.42857143 -22.65306122 -23.87755102
 -25.10204082 -26.32653061 -27.55102041 -28.7755102  -30.        ]","[ 4.          4.20408163  4.40816327  4.6122449   4.81632653  5.02040816
  5.2244898   5.42857143  5.63265306  5.83673469  6.04081633  6.24489796
  6.44897959  6.65306122  6.85714286  7.06122449  7.26530612  7.46938776
  7.67346939  7.87755102  8.08163265  8.28571429  8.48979592  8.69387755
  8.89795918  9.10204082  9.30612245  9.51020408  9.71428571  9.91836735
 10.12244898 10.32653061 10.53061224 10.73469388 10.93877551 11.14285714
 11.34693878 11.55102041 11.75510204 11.95918367 12.16326531 12.36734694
 12.57142857 12.7755102  12.97959184 13.18367347 13.3877551  13.59183673
 13.79591837 14.        ]",89,32
0,graph93.png,"['D', 'A', 'mausoleal', 'thermotropy']",619,130,95,62
0,graph94.png,"['E', 'chyluria', 'zap', 'disentranced']",616,130,98,62
0,graph95.png,"['B', 'bonailie', 'dialogs']",104,137,73,47
0,graph96.png,"['P', 'm', 'polytheism']","[-25.         -23.97959184 -22.95918367 -21.93877551 -20.91836735
 -19.89795918 -18.87755102 -17.85714286 -16.83673469 -15.81632653
 -14.79591837 -13.7755102  -12.75510204 -11.73469388 -10.71428571
  -9.69387755  -8.67346939  -7.65306122  -6.63265306  -5.6122449
  -4.59183673  -3.57142857  -2.55102041  -1.53061224  -0.51020408
   0.51020408   1.53061224   2.55102041   3.57142857   4.59183673
   5.6122449    6.63265306   7.65306122   8.67346939   9.69387755
  10.71428571  11.73469388  12.75510204  13.7755102   14.79591837
  15.81632653  16.83673469  17.85714286  18.87755102  19.89795918
  20.91836735  21.93877551  22.95918367  23.97959184  25.        ]","[ 5.          5.20408163  5.40816327  5.6122449   5.81632653  6.02040816
  6.2244898   6.42857143  6.63265306  6.83673469  7.04081633  7.24489796
  7.44897959  7.65306122  7.85714286  8.06122449  8.26530612  8.46938776
  8.67346939  8.87755102  9.08163265  9.28571429  9.48979592  9.69387755
  9.89795918 10.10204082 10.30612245 10.51020408 10.71428571 10.91836735
 11.12244898 11.32653061 11.53061224 11.73469388 11.93877551 12.14285714
 12.34693878 12.55102041 12.75510204 12.95918367 13.16326531 13.36734694
 13.57142857 13.7755102  13.97959184 14.18367347 14.3877551  14.59183673
 14.79591837 15.        ]",73,47
0,graph97.png,"['n', 'U', 'primulas', 'pinknesses']",625,130,89,62
0,graph98.png,"['overcontentedness', 'angus', 'bifilar']",345,232,128,47
0,graph99.png,"['unloose', 'mbori']",642,232,73,47
0,graph100.png,['parliamentarization'],584,43,130,17
0,graph101.png,"['y', 'd', 'acetamidine']",619,232,95,47
0,graph102.png,['uncompressed'],356,43,106,17
0,graph103.png,"['B', 'l', 'masturbational', 'ulema']",605,130,109,62
0,graph104.png,['mairs'],104,145,72,32
0,graph105.png,"['nimkish', 'decorative']",366,247,86,32
0,graph106.png,"['Y', 'f', 'multivalved']",622,217,92,62
0,graph107.png,"['M', 'kitchendom']",104,145,92,32
0,graph108.png,"['H', 'dagga', 'ghanaians', 'perminvar']","[-45.         -43.16326531 -41.32653061 -39.48979592 -37.65306122
 -35.81632653 -33.97959184 -32.14285714 -30.30612245 -28.46938776
 -26.63265306 -24.79591837 -22.95918367 -21.12244898 -19.28571429
 -17.44897959 -15.6122449  -13.7755102  -11.93877551 -10.10204082
  -8.26530612  -6.42857143  -4.59183673  -2.75510204  -0.91836735
   0.91836735   2.75510204   4.59183673   6.42857143   8.26530612
  10.10204082  11.93877551  13.7755102   15.6122449   17.44897959
  19.28571429  21.12244898  22.95918367  24.79591837  26.63265306
  28.46938776  30.30612245  32.14285714  33.97959184  35.81632653
  37.65306122  39.48979592  41.32653061  43.16326531  45.        ]","[ 4.          4.20408163  4.40816327  4.6122449   4.81632653  5.02040816
  5.2244898   5.42857143  5.63265306  5.83673469  6.04081633  6.24489796
  6.44897959  6.65306122  6.85714286  7.06122449  7.26530612  7.46938776
  7.67346939  7.87755102  8.08163265  8.28571429  8.48979592  8.69387755
  8.89795918  9.10204082  9.30612245  9.51020408  9.71428571  9.91836735
 10.12244898 10.32653061 10.53061224 10.73469388 10.93877551 11.14285714
 11.34693878 11.55102041 11.75510204 11.95918367 12.16326531 12.36734694
 12.57142857 12.7755102  12.97959184 13.18367347 13.3877551  13.59183673
 13.79591837 14.        ]",92,32
0,graph109.png,['bicentennial'],619,145,95,32
0,graph110.png,"['c', 'i', 'toiling']",649,130,65,62
0,graph111.png,['fluoborate'],"[ 20.          19.18367347  18.36734694  17.55102041  16.73469388
  15.91836735  15.10204082  14.28571429  13.46938776  12.65306122
  11.83673469  11.02040816  10.20408163   9.3877551    8.57142857
   7.75510204   6.93877551   6.12244898   5.30612245   4.48979592
   3.67346939   2.85714286   2.04081633   1.2244898    0.40816327
  -0.40816327  -1.2244898   -2.04081633  -2.85714286  -3.67346939
  -4.48979592  -5.30612245  -6.12244898  -6.93877551  -7.75510204
  -8.57142857  -9.3877551  -10.20408163 -11.02040816 -11.83673469
 -12.65306122 -13.46938776 -14.28571429 -15.10204082 -15.91836735
 -16.73469388 -17.55102041 -18.36734694 -19.18367347 -20.        ]","[ 5.          5.20408163  5.40816327  5.6122449   5.81632653  6.02040816
  6.2244898   6.42857143  6.63265306  6.83673469  7.04081633  7.24489796
  7.44897959  7.65306122  7.85714286  8.06122449  8.26530612  8.46938776
  8.67346939  8.87755102  9.08163265  9.28571429  9.48979592  9.69387755
  9.89795918 10.10204082 10.30612245 10.51020408 10.71428571 10.91836735
 11.12244898 11.32653061 11.53061224 11.73469388 11.93877551 12.14285714
 12.34693878 12.55102041 12.75510204 12.95918367 13.16326531 13.36734694
 13.57142857 13.7755102  13.97959184 14.18367347 14.3877551  14.59183673
 14.79591837 15.        ]",65,62
0,graph112.png,['sharewort'],104,152,83,17
0,graph113.png,"['precocial', 'phratriac', 'eyestone']",104,43,79,47
0,graph114.png,"['idoist', 'ganglioplexus']",104,232,102,47
0,graph115.png,"['e', 'G', 'ejectivity']",370,43,79,62
0,graph116.png,"['l', 'spencie', 'protoprotestant']",104,137,111,47
0,graph117.png,['defecation'],366,262,86,17
0,graph118.png,"['U', 'playmaking', 'unerringly', 'hippocampine']",610,130,104,62
0,graph119.png,['turbeh'],647,262,67,17
0,graph120.png,"['foreset', 'senega', 'gonorrhoeal']",363,43,93,47
0,graph121.png,"['ganefs', 'wheres', 'klan']",104,232,70,47
0,graph122.png,"['b', 'airmailing', 'bearhug']",631,137,83,47
0,graph123.png,"['S', 'epitonic', 'recooked', 'petrologic']",104,122,83,77
0,graph124.png,"['drawboy', 'ephebeion', 'peritrichan']","[-5.         -4.79591837 -4.59183673 -4.3877551  -4.18367347 -3.97959184
 -3.7755102  -3.57142857 -3.36734694 -3.16326531 -2.95918367 -2.75510204
 -2.55102041 -2.34693878 -2.14285714 -1.93877551 -1.73469388 -1.53061224
 -1.32653061 -1.12244898 -0.91836735 -0.71428571 -0.51020408 -0.30612245
 -0.10204082  0.10204082  0.30612245  0.51020408  0.71428571  0.91836735
  1.12244898  1.32653061  1.53061224  1.73469388  1.93877551  2.14285714
  2.34693878  2.55102041  2.75510204  2.95918367  3.16326531  3.36734694
  3.57142857  3.7755102   3.97959184  4.18367347  4.3877551   4.59183673
  4.79591837  5.        ]","[ 1.          1.20408163  1.40816327  1.6122449   1.81632653  2.02040816
  2.2244898   2.42857143  2.63265306  2.83673469  3.04081633  3.24489796
  3.44897959  3.65306122  3.85714286  4.06122449  4.26530612  4.46938776
  4.67346939  4.87755102  5.08163265  5.28571429  5.48979592  5.69387755
  5.89795918  6.10204082  6.30612245  6.51020408  6.71428571  6.91836735
  7.12244898  7.32653061  7.53061224  7.73469388  7.93877551  8.14285714
  8.34693878  8.55102041  8.75510204  8.95918367  9.16326531  9.36734694
  9.57142857  9.7755102   9.97959184 10.18367347 10.3877551  10.59183673
 10.79591837 11.        ]",83,77
0,graph125.png,"['chorioiditis', 'aphrosiderite']",360,232,99,47
0,graph126.png,"['nonadjectively', 'dichoptic', 'sugariest']",608,43,106,47
0,graph127.png,"['B', 'linnets', 'subvii']",647,137,68,47
0,graph128.png,"['upstaged', 'soleus', 'evection']",104,232,80,47
0,graph129.png,['champaks'],630,152,85,17
0,graph130.png,"['E', 'smashboard']",620,137,95,47
0,graph131.png,['euphuize'],635,43,79,17
0,graph132.png,"['V', 'equiprobably']",104,145,99,32
0,graph133.png,"['K', 'arapaho', 'fanam']",104,43,75,47
0,graph134.png,"['r', 'colitic', 'kieselguhr', 'trumeau']",629,43,85,77
0,graph135.png,"['avoy', 'succincture', 'wrathy']",104,43,91,62
0,graph136.png,"['h', 'obstinately', 'auctionary', 'comparograph']",608,43,106,77
0,graph137.png,"['n', 'q', 'z', 'seminated']","[ 30.          28.7755102   27.55102041  26.32653061  25.10204082
  23.87755102  22.65306122  21.42857143  20.20408163  18.97959184
  17.75510204  16.53061224  15.30612245  14.08163265  12.85714286
  11.63265306  10.40816327   9.18367347   7.95918367   6.73469388
   5.51020408   4.28571429   3.06122449   1.83673469   0.6122449
  -0.6122449   -1.83673469  -3.06122449  -4.28571429  -5.51020408
  -6.73469388  -7.95918367  -9.18367347 -10.40816327 -11.63265306
 -12.85714286 -14.08163265 -15.30612245 -16.53061224 -17.75510204
 -18.97959184 -20.20408163 -21.42857143 -22.65306122 -23.87755102
 -25.10204082 -26.32653061 -27.55102041 -28.7755102  -30.        ]","[-4.         -3.79591837 -3.59183673 -3.3877551  -3.18367347 -2.97959184
 -2.7755102  -2.57142857 -2.36734694 -2.16326531 -1.95918367 -1.75510204
 -1.55102041 -1.34693878 -1.14285714 -0.93877551 -0.73469388 -0.53061224
 -0.32653061 -0.12244898  0.08163265  0.28571429  0.48979592  0.69387755
  0.89795918  1.10204082  1.30612245  1.51020408  1.71428571  1.91836735
  2.12244898  2.32653061  2.53061224  2.73469388  2.93877551  3.14285714
  3.34693878  3.55102041  3.75510204  3.95918367  4.16326531  4.36734694
  4.57142857  4.7755102   4.97959184  5.18367347  5.3877551   5.59183673
  5.79591837  6.        ]",106,77
0,graph138.png,"['D', 's', 'brodeglass']",104,43,88,47
0,graph139.png,"['hierarchs', 'basilicalike']",626,137,88,47
0,graph140.png,"['spaceflight', 'outflow', 'whorled']",626,217,88,62
0,graph141.png,['loon'],382,43,55,32
0,graph142.png,['nervings'],637,152,77,17
0,graph143.png,['pickmen'],"[-35.         -33.57142857 -32.14285714 -30.71428571 -29.28571429
 -27.85714286 -26.42857143 -25.         -23.57142857 -22.14285714
 -20.71428571 -19.28571429 -17.85714286 -16.42857143 -15.
 -13.57142857 -12.14285714 -10.71428571  -9.28571429  -7.85714286
  -6.42857143  -5.          -3.57142857  -2.14285714  -0.71428571
   0.71428571   2.14285714   3.57142857   5.           6.42857143
   7.85714286   9.28571429  10.71428571  12.14285714  13.57142857
  15.          16.42857143  17.85714286  19.28571429  20.71428571
  22.14285714  23.57142857  25.          26.42857143  27.85714286
  29.28571429  30.71428571  32.14285714  33.57142857  35.        ]","[ 5.          5.20408163  5.40816327  5.6122449   5.81632653  6.02040816
  6.2244898   6.42857143  6.63265306  6.83673469  7.04081633  7.24489796
  7.44897959  7.65306122  7.85714286  8.06122449  8.26530612  8.46938776
  8.67346939  8.87755102  9.08163265  9.28571429  9.48979592  9.69387755
  9.89795918 10.10204082 10.30612245 10.51020408 10.71428571 10.91836735
 11.12244898 11.32653061 11.53061224 11.73469388 11.93877551 12.14285714
 12.34693878 12.55102041 12.75510204 12.95918367 13.16326531 13.36734694
 13.57142857 13.7755102  13.97959184 14.18367347 14.3877551  14.59183673
 14.79591837 15.        ]",77,17
0,graph144.png,"['v', 'X', 'bylined']",630,130,85,62
0,graph145.png,['castanian'],632,43,82,17
0,graph146.png,['hexagonally'],620,152,94,17
0,graph147.png,['merd'],"[-30.         -28.7755102  -27.55102041 -26.32653061 -25.10204082
 -23.87755102 -22.65306122 -21.42857143 -20.20408163 -18.97959184
 -17.75510204 -16.53061224 -15.30612245 -14.08163265 -12.85714286
 -11.63265306 -10.40816327  -9.18367347  -7.95918367  -6.73469388
  -5.51020408  -4.28571429  -3.06122449  -1.83673469  -0.6122449
   0.6122449    1.83673469   3.06122449   4.28571429   5.51020408
   6.73469388   7.95918367   9.18367347  10.40816327  11.63265306
  12.85714286  14.08163265  15.30612245  16.53061224  17.75510204
  18.97959184  20.20408163  21.42857143  22.65306122  23.87755102
  25.10204082  26.32653061  27.55102041  28.7755102   30.        ]","[ 5.          5.20408163  5.40816327  5.6122449   5.81632653  6.02040816
  6.2244898   6.42857143  6.63265306  6.83673469  7.04081633  7.24489796
  7.44897959  7.65306122  7.85714286  8.06122449  8.26530612  8.46938776
  8.67346939  8.87755102  9.08163265  9.28571429  9.48979592  9.69387755
  9.89795918 10.10204082 10.30612245 10.51020408 10.71428571 10.91836735
 11.12244898 11.32653061 11.53061224 11.73469388 11.93877551 12.14285714
 12.34693878 12.55102041 12.75510204 12.95918367 13.16326531 13.36734694
 13.57142857 13.7755102  13.97959184 14.18367347 14.3877551  14.59183673
 14.79591837 15.        ]",94,17
0,graph148.png,"['demultiplexers', 'undecreased', 'energetic']",104,43,107,62
0,graph149.png,"['r', 'K', 'racknumber', 'sallet']",104,43,94,62
0,graph150.png,"['Z', 'b', 'prehostile', 'rakesteel']",631,202,83,77
0,graph151.png,"['z', 'intercessory', 'octupled']",362,43,94,47
